metric,value,model
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
recall,1.0,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8235294117647058,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,0.5714285714285714,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8421052631578947,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9629629629629629,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.5,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9629629629629629,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8235294117647058,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.7692307692307693,qwen-2.5
f1_score,0.967741935483871,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.5714285714285714,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.7142857142857143,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.9565217391304348,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.6153846153846154,qwen-2.5
f1_score,0.7692307692307693,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.7692307692307693,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8421052631578947,qwen-2.5
f1_score,0.9565217391304348,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9166666666666666,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.5,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.5,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.4,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.7058823529411765,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9166666666666666,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.7272727272727273,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.7272727272727273,qwen-2.5
f1_score,0.7692307692307693,qwen-2.5
f1_score,0.8421052631578947,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.4,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.5,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8666666666666667,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.6666666666666666,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.75,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.7692307692307693,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8421052631578947,qwen-2.5
f1_score,0.6,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.9523809523809523,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,0.8421052631578947,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9473684210526315,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.875,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,0.7272727272727273,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8571428571428571,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,0.9090909090909091,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9411764705882353,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9230769230769231,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,1.0,qwen-2.5
f1_score,0.8888888888888888,qwen-2.5
f1_score,0.9333333333333333,qwen-2.5
f1_score,0.8333333333333334,qwen-2.5
f1_score,1.0,qwen-2.5
