Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
"2024-04-10,11:45 PM,15캜,15캜,100 %,SSW,6 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Light Rain"
"2024-04-11,12:15 AM,11캜,11캜,100 %,VAR,2 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Light Rain"
"2024-04-11,12:45 AM,12캜,12캜,100 %,VAR,2 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Light Rain"
"2024-04-11,1:15 AM,12캜,12캜,100 %,VAR,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Light Rain"
"2024-04-11,1:45 AM,12캜,12캜,100 %,SSW,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,2:15 AM,12캜,12캜,100 %,VAR,2 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,2:45 AM,12캜,12캜,100 %,VAR,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Light Rain"
"2024-04-11,3:15 AM,12캜,12캜,100 %,E,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Light Rain"
"2024-04-11,3:45 AM,12캜,12캜,100 %,ENE,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,4:15 AM,12캜,12캜,100 %,ESE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,4:45 AM,12캜,12캜,100 %,ESE,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,5:15 AM,12캜,12캜,100 %,SE,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,5:45 AM,11캜,11캜,100 %,SE,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,6:15 AM,11캜,11캜,100 %,SE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,6:45 AM,11캜,11캜,100 %,E,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,7:15 AM,12캜,12캜,100 %,E,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,7:45 AM,12캜,12캜,100 %,CALM,0 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,8:15 AM,12캜,12캜,100 %,SSE,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,8:45 AM,14캜,13캜,94 %,S,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,9:15 AM,15캜,12캜,82 %,S,4 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,9:45 AM,16캜,12캜,77 %,SSW,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,10:15 AM,17캜,12캜,72 %,WSW,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Partly Cloudy"
"2024-04-11,10:45 AM,18캜,12캜,68 %,WNW,9 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,11:15 AM,19캜,13캜,68 %,W,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,11:45 AM,19캜,12캜,64 %,W,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,12:15 PM,20캜,12캜,60 %,W,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,12:45 PM,20캜,13캜,64 %,NNW,13 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,1:15 PM,21캜,13캜,60 %,NNW,9 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,1:45 PM,21캜,13캜,60 %,W,13 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,2:15 PM,21캜,12캜,56 %,WNW,17 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,2:45 PM,21캜,12캜,56 %,WNW,19 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,3:15 PM,21캜,12캜,56 %,NNW,19 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,3:45 PM,20캜,13캜,64 %,NNW,19 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,4:15 PM,20캜,13캜,64 %,NNW,20 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,4:45 PM,19캜,12캜,64 %,WNW,20 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,5:15 PM,18캜,12캜,68 %,WNW,13 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,5:45 PM,18캜,12캜,68 %,WNW,17 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,6:15 PM,18캜,13캜,73 %,WNW,9 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,6:45 PM,17캜,13캜,77 %,WNW,9 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-11,7:15 PM,16캜,12캜,77 %,W,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,7:45 PM,16캜,13캜,82 %,W,2 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,8:15 PM,16캜,13캜,82 %,WNW,4 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,8:45 PM,15캜,13캜,88 %,W,4 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,9:15 PM,15캜,14캜,94 %,NW,4 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-11,9:45 PM,14캜,13캜,94 %,NW,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-11,10:15 PM,14캜,13캜,94 %,WSW,2 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-11,10:45 PM,13캜,12캜,94 %,S,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-11,11:15 PM,11캜,11캜,100 %,VAR,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-11,11:45 PM,11캜,11캜,100 %,VAR,4 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Mostly Cloudy"
"2024-04-12,12:15 AM,13캜,12캜,94 %,S,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,12:45 AM,13캜,13캜,100 %,SE,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,1:15 AM,13캜,13캜,100 %,SSE,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,1:45 AM,13캜,13캜,100 %,SE,6 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,2:15 AM,12캜,12캜,100 %,ESE,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,2:45 AM,12캜,12캜,100 %,SE,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,3:15 AM,12캜,12캜,100 %,SE,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,3:45 AM,11캜,11캜,100 %,E,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Shallow Fog"
"2024-04-12,4:15 AM,11캜,11캜,100 %,ESE,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Shallow Fog"
"2024-04-12,4:45 AM,11캜,11캜,100 %,ESE,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Shallow Fog"
"2024-04-12,5:15 AM,11캜,11캜,100 %,SE,7 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,5:45 AM,10캜,10캜,100 %,SE,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,6:15 AM,10캜,10캜,100 %,ESE,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,6:45 AM,12캜,11캜,94 %,E,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,7:15 AM,13캜,13캜,100 %,ESE,7 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,7:45 AM,13캜,13캜,100 %,ESE,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,8:15 AM,15캜,14캜,94 %,VAR,2 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,8:45 AM,17캜,15캜,88 %,VAR,2 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,9:15 AM,17캜,14캜,82 %,VAR,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,9:45 AM,18캜,12캜,68 %,VAR,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,10:15 AM,19캜,12캜,64 %,NW,7 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,10:45 AM,20캜,14캜,68 %,VAR,6 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,11:15 AM,21캜,14캜,64 %,W,6 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,11:45 AM,22캜,15캜,64 %,WNW,9 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,12:15 PM,23캜,14캜,57 %,W,13 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-12,12:45 PM,23캜,13캜,53 %,W,15 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,1:15 PM,23캜,12캜,50 %,WNW,13 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,1:45 PM,23캜,11캜,47 %,NW,17 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,2:15 PM,23캜,11캜,47 %,WNW,15 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,2:45 PM,23캜,12캜,50 %,NW,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,3:15 PM,23캜,12캜,50 %,NW,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,3:45 PM,22캜,12캜,53 %,WNW,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,4:15 PM,22캜,12캜,53 %,NW,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,4:45 PM,22캜,11캜,50 %,NW,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,5:15 PM,22캜,11캜,50 %,NW,11 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,5:45 PM,22캜,12캜,53 %,NW,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,6:15 PM,22캜,12캜,53 %,WNW,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,6:45 PM,20캜,13캜,64 %,WNW,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,7:15 PM,19캜,13캜,68 %,W,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,7:45 PM,17캜,15캜,88 %,W,9 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,8:15 PM,17캜,14캜,82 %,WNW,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,8:45 PM,16캜,15캜,94 %,WNW,9 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,9:15 PM,16캜,15캜,94 %,W,9 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,9:45 PM,15캜,14캜,94 %,SSW,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,10:15 PM,15캜,15캜,100 %,SSW,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,10:45 PM,14캜,14캜,100 %,W,2 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-12,11:15 PM,13캜,12캜,94 %,S,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-12,11:45 PM,13캜,12캜,94 %,S,4 km/h,0 km/h,""1,027.27 hPa"",0.0 mm,Fair"
"2024-04-13,12:15 AM,13캜,13캜,100 %,SSE,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,12:45 AM,13캜,13캜,100 %,E,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,1:15 AM,13캜,13캜,100 %,E,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,1:45 AM,13캜,13캜,100 %,ESE,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,2:15 AM,13캜,13캜,100 %,ESE,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,2:45 AM,13캜,13캜,100 %,E,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,3:15 AM,12캜,12캜,100 %,ESE,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,3:45 AM,12캜,12캜,100 %,ESE,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,4:15 AM,12캜,12캜,100 %,SSE,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,4:45 AM,11캜,11캜,100 %,ESE,11 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,5:15 AM,11캜,11캜,100 %,ESE,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,5:45 AM,11캜,11캜,100 %,SSE,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,6:15 AM,11캜,11캜,100 %,ESE,4 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,6:45 AM,12캜,12캜,100 %,E,2 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,7:15 AM,13캜,13캜,100 %,SE,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,7:45 AM,14캜,14캜,100 %,VAR,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,8:15 AM,15캜,14캜,94 %,VAR,2 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,8:45 AM,17캜,14캜,82 %,VAR,2 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,9:15 AM,19캜,16캜,83 %,VAR,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,9:45 AM,21캜,14캜,64 %,VAR,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,10:15 AM,21캜,14캜,64 %,VAR,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,10:45 AM,22캜,14캜,60 %,VAR,2 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,11:15 AM,23캜,14캜,57 %,VAR,4 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,11:45 AM,23캜,13캜,53 %,VAR,6 km/h,0 km/h,""1,026.27 hPa"",0.0 mm,Fair"
"2024-04-13,12:15 PM,24캜,13캜,50 %,VAR,6 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,12:45 PM,24캜,15캜,57 %,W,15 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,1:15 PM,25캜,15캜,54 %,WNW,17 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,1:45 PM,25캜,12캜,44 %,NW,17 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,2:15 PM,25캜,12캜,44 %,NNW,15 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,2:45 PM,25캜,12캜,44 %,NW,19 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,3:15 PM,24캜,12캜,47 %,NW,19 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,3:45 PM,24캜,13캜,50 %,NW,20 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,4:15 PM,24캜,11캜,44 %,NW,17 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,4:45 PM,23캜,10캜,44 %,NW,17 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,5:15 PM,23캜,10캜,44 %,NW,13 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,5:45 PM,23캜,12캜,50 %,WNW,13 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,6:15 PM,22캜,11캜,50 %,NW,11 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,6:45 PM,21캜,12캜,56 %,NW,11 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,7:15 PM,19캜,11캜,60 %,NNW,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,7:45 PM,19캜,11캜,60 %,NW,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,8:15 PM,20캜,12캜,60 %,W,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,8:45 PM,18캜,12캜,68 %,WSW,9 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,9:15 PM,17캜,14캜,82 %,SW,9 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-13,9:45 PM,16캜,13캜,82 %,WSW,9 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,10:15 PM,15캜,14캜,94 %,VAR,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,10:45 PM,15캜,14캜,94 %,WSW,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-13,11:15 PM,14캜,14캜,100 %,S,2 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-13,11:45 PM,13캜,13캜,100 %,SSE,7 km/h,0 km/h,""1,025.27 hPa"",0.0 mm,Fair"
"2024-04-14,12:15 AM,14캜,14캜,100 %,E,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,12:45 AM,14캜,14캜,100 %,SE,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,1:15 AM,13캜,13캜,100 %,E,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,1:45 AM,13캜,13캜,100 %,VAR,2 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,2:15 AM,12캜,12캜,100 %,SSE,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,2:45 AM,12캜,12캜,100 %,VAR,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,3:15 AM,12캜,12캜,100 %,SE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,3:45 AM,12캜,12캜,100 %,E,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,4:15 AM,11캜,11캜,100 %,SSE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,4:45 AM,11캜,11캜,100 %,SE,2 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,5:15 AM,11캜,11캜,100 %,E,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,5:45 AM,11캜,11캜,100 %,ESE,4 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,6:15 AM,11캜,11캜,100 %,ESE,7 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,6:45 AM,11캜,11캜,100 %,SE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,7:15 AM,13캜,12캜,94 %,ESE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,7:45 AM,14캜,13캜,94 %,SE,6 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,8:15 AM,16캜,14캜,88 %,ESE,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,8:45 AM,18캜,15캜,83 %,E,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,9:15 AM,19캜,15캜,78 %,E,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,9:45 AM,20캜,14캜,68 %,SE,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,10:15 AM,21캜,14캜,64 %,ESE,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,10:45 AM,22캜,14캜,60 %,S,2 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,11:15 AM,23캜,15캜,61 %,SSW,4 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,11:45 AM,24캜,15캜,57 %,W,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,12:15 PM,23캜,16캜,65 %,W,13 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,12:45 PM,23캜,16캜,65 %,W,15 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,1:15 PM,23캜,16캜,65 %,W,17 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,1:45 PM,24캜,15캜,57 %,W,15 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,2:15 PM,24캜,14캜,53 %,W,15 km/h,0 km/h,""1,023.27 hPa"",0.0 mm,Fair"
"2024-04-14,2:45 PM,23캜,15캜,61 %,W,15 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Fair"
"2024-04-14,3:15 PM,23캜,15캜,61 %,W,13 km/h,0 km/h,""1,022.27 hPa"",0.0 mm,Fair"
"2024-04-14,3:45 PM,23캜,15캜,61 %,W,13 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,4:15 PM,23캜,15캜,61 %,W,15 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,4:45 PM,23캜,15캜,61 %,W,15 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,5:15 PM,22캜,15캜,64 %,W,13 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,5:45 PM,21캜,15캜,68 %,W,9 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,6:15 PM,21캜,15캜,68 %,W,9 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,6:45 PM,20캜,17캜,83 %,W,9 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-04-14,7:15 PM,19캜,18캜,94 %,W,7 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-04-14,7:45 PM,18캜,17캜,94 %,VAR,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Fair"
"2024-04-14,8:15 PM,18캜,17캜,94 %,VAR,4 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,8:45 PM,16캜,16캜,100 %,VAR,4 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,9:15 PM,16캜,16캜,100 %,VAR,4 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fair"
"2024-04-14,9:45 PM,16캜,16캜,100 %,VAR,2 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Shallow Fog"
"2024-04-14,10:15 PM,15캜,15캜,100 %,VAR,2 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Shallow Fog"
"2024-04-14,10:45 PM,14캜,14캜,100 %,VAR,2 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Mist"
"2024-04-14,11:15 PM,15캜,14캜,94 %,VAR,2 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-14,11:45 PM,14캜,14캜,100 %,E,6 km/h,0 km/h,""1,024.27 hPa"",0.0 mm,Fair"
"2024-04-15,12:15 AM,13캜,13캜,100 %,VAR,2 km/h,0 km/h,""1,021.27 hPa"",0.0 mm,Fog"
"2024-04-15,12:45 AM,13캜,13캜,100 %,VAR,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mist"
"2024-04-15,1:15 AM,13캜,13캜,100 %,VAR,2 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mist"
"2024-04-15,1:45 AM,12캜,12캜,100 %,VAR,6 km/h,0 km/h,""1,020.27 hPa"",0.0 mm,Mist"
"2024-04-15,2:15 AM,11캜,11캜,100 %,SE,6 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-04-15,2:45 AM,11캜,11캜,100 %,SSE,7 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-04-15,3:15 AM,10캜,10캜,100 %,SSE,7 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-04-15,3:45 AM,10캜,10캜,100 %,ENE,7 km/h,0 km/h,""1,019.27 hPa"",0.0 mm,Mist"
"2024-04-15,4:15 AM,10캜,10캜,100 %,VAR,6 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Mist"
"2024-04-15,4:45 AM,9캜,9캜,100 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Mist"
"2024-04-15,5:15 AM,9캜,9캜,100 %,VAR,4 km/h,0 km/h,""1,018.27 hPa"",0.0 mm,Mist"
"2024-04-15,5:45 AM,10캜,10캜,100 %,ESE,9 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-04-15,6:15 AM,10캜,10캜,100 %,SSE,7 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-04-15,6:45 AM,11캜,11캜,100 %,SE,7 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Patches of Fog"
"2024-04-15,7:15 AM,11캜,11캜,100 %,ESE,9 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fog"
