Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2024-05-09,12:45 PM,23 °C,15 °C,61 %,W,19 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Partly Cloudy
2024-05-09,1:15 PM,23 °C,15 °C,61 %,WNW,11 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,1:45 PM,24 °C,14 °C,53 %,WNW,15 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,2:15 PM,24 °C,14 °C,53 %,WNW,17 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,2:45 PM,24 °C,14 °C,53 %,WNW,19 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,3:15 PM,24 °C,14 °C,53 %,WNW,19 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,3:45 PM,23 °C,13 °C,53 %,W,17 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,4:15 PM,23 °C,13 °C,53 %,WNW,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,4:45 PM,23 °C,14 °C,57 %,WNW,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,5:15 PM,23 °C,13 °C,53 %,WNW,15 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,5:45 PM,22 °C,14 °C,60 %,WNW,9 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,6:15 PM,22 °C,14 °C,60 %,W,9 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,6:45 PM,22 °C,16 °C,69 %,W,4 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,7:15 PM,20 °C,16 °C,78 %,SSW,6 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-09,7:45 PM,19 °C,16 °C,83 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,8:15 PM,19 °C,16 °C,83 %,ESE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,8:45 PM,19 °C,14 °C,73 %,ENE,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,9:15 PM,19 °C,14 °C,73 %,E,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,9:45 PM,17 °C,14 °C,82 %,SE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-09,10:15 PM,17 °C,14 °C,82 %,SE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-09,10:45 PM,17 °C,13 °C,77 %,ENE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-09,11:15 PM,14 °C,14 °C,100 %,VAR,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-09,11:45 PM,14 °C,14 °C,100 %,SSE,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,12:15 AM,16 °C,13 °C,82 %,NW,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,12:45 AM,15 °C,13 °C,88 %,E,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,1:15 AM,15 °C,12 °C,82 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,1:45 AM,16 °C,12 °C,77 %,ENE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,2:15 AM,16 °C,12 °C,77 %,E,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,2:45 AM,16 °C,11 °C,72 %,E,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,3:15 AM,16 °C,11 °C,72 %,E,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,3:45 AM,16 °C,12 °C,77 %,ESE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,4:15 AM,15 °C,12 °C,82 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,4:45 AM,15 °C,12 °C,82 %,SE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,5:15 AM,14 °C,12 °C,88 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,5:45 AM,14 °C,12 °C,88 %,ENE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,6:15 AM,15 °C,12 °C,82 %,VAR,2 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,6:45 AM,15 °C,13 °C,88 %,NW,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,7:15 AM,17 °C,14 °C,82 %,NNW,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,7:45 AM,18 °C,12 °C,68 %,ENE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,8:15 AM,18 °C,11 °C,64 %,NNW,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,8:45 AM,20 °C,12 °C,60 %,N,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,9:15 AM,21 °C,12 °C,56 %,E,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,9:45 AM,21 °C,11 °C,53 %,ENE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,10:15 AM,22 °C,11 °C,50 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,10:45 AM,22 °C,10 °C,46 %,E,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,11:15 AM,23 °C,10 °C,44 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,11:45 AM,24 °C,11 °C,44 %,E,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,12:15 PM,24 °C,11 °C,44 %,NNE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,12:45 PM,24 °C,11 °C,44 %,SSE,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,1:15 PM,24 °C,13 °C,50 %,WNW,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,1:45 PM,24 °C,13 °C,50 %,WNW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,2:15 PM,24 °C,13 °C,50 %,WNW,17 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,2:45 PM,24 °C,14 °C,53 %,WNW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,3:15 PM,23 °C,13 °C,53 %,WNW,17 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,3:45 PM,23 °C,13 °C,53 %,WNW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,4:15 PM,23 °C,13 °C,53 %,WNW,17 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,4:45 PM,22 °C,11 °C,50 %,NNW,20 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,5:15 PM,22 °C,10 °C,46 %,WNW,15 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,5:45 PM,22 °C,10 °C,46 %,NNW,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,6:15 PM,22 °C,11 °C,50 %,NNW,11 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,6:45 PM,22 °C,12 °C,53 %,WNW,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,7:15 PM,20 °C,12 °C,60 %,S,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,7:45 PM,20 °C,12 °C,60 %,WNW,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,8:15 PM,20 °C,12 °C,60 %,WNW,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-10,8:45 PM,19 °C,12 °C,64 %,NE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,9:15 PM,18 °C,11 °C,64 %,NNE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,9:45 PM,17 °C,12 °C,72 %,NNW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,10:15 PM,17 °C,12 °C,72 %,SSW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,10:45 PM,16 °C,13 °C,82 %,WNW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-10,11:15 PM,17 °C,13 °C,77 %,E,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-10,11:45 PM,16 °C,14 °C,88 %,NNW,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,12:15 AM,14 °C,14 °C,100 %,W,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,12:45 AM,13 °C,13 °C,100 %,SE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,1:15 AM,12 °C,12 °C,100 %,ESE,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,1:45 AM,13 °C,13 °C,100 %,W,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,2:15 AM,13 °C,11 °C,88 %,W,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,2:45 AM,13 °C,11 °C,88 %,SSW,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,3:45 AM,12 °C,10 °C,88 %,ESE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,4:15 AM,13 °C,12 °C,94 %,ESE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,4:45 AM,12 °C,10 °C,88 %,ESE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,5:15 AM,12 °C,10 °C,88 %,ESE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,5:45 AM,12 °C,10 °C,88 %,ESE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,6:15 AM,12 °C,10 °C,88 %,ESE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,6:45 AM,14 °C,12 °C,88 %,ESE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,7:15 AM,15 °C,12 °C,82 %,SSE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,7:45 AM,16 °C,12 °C,77 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,8:15 AM,18 °C,12 °C,68 %,E,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,8:45 AM,19 °C,11 °C,60 %,ENE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,9:15 AM,20 °C,11 °C,56 %,ENE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,9:45 AM,21 °C,12 °C,56 %,NW,6 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,10:15 AM,22 °C,11 °C,50 %,NW,6 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,10:45 AM,23 °C,9 °C,41 %,NW,11 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,11:15 AM,23 °C,9 °C,41 %,NW,15 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,11:45 AM,23 °C,8 °C,38 %,NW,13 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,12:15 PM,23 °C,8 °C,38 %,NW,13 km/h,0 km/h,"1,018.27 hPa",0.0 mm,Fair
2024-05-11,12:45 PM,24 °C,10 °C,41 %,WNW,17 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,1:15 PM,24 °C,11 °C,44 %,WNW,17 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,1:45 PM,24 °C,10 °C,41 %,NW,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,2:15 PM,23 °C,9 °C,41 %,WNW,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,2:45 PM,24 °C,9 °C,38 %,NW,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,3:15 PM,24 °C,8 °C,36 %,NW,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-11,3:45 PM,24 °C,8 °C,36 %,NW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,4:15 PM,24 °C,9 °C,38 %,NW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,4:45 PM,23 °C,7 °C,36 %,NNW,20 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,5:15 PM,23 °C,7 °C,36 %,NW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,5:45 PM,22 °C,7 °C,38 %,NW,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,6:15 PM,22 °C,8 °C,41 %,NW,15 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,6:45 PM,21 °C,9 °C,46 %,NW,17 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-11,7:15 PM,20 °C,8 °C,46 %,WNW,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,7:45 PM,20 °C,9 °C,49 %,W,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,8:15 PM,18 °C,10 °C,59 %,WNW,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,8:45 PM,18 °C,11 °C,64 %,WNW,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,9:15 PM,17 °C,12 °C,72 %,W,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,9:45 PM,16 °C,12 °C,77 %,WNW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,10:15 PM,15 °C,13 °C,88 %,SSW,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,10:45 PM,14 °C,13 °C,94 %,S,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,11:15 PM,15 °C,14 °C,94 %,WNW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-11,11:45 PM,14 °C,14 °C,100 %,W,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,12:15 AM,13 °C,12 °C,94 %,E,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,12:45 AM,13 °C,12 °C,94 %,E,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,1:15 AM,13 °C,12 °C,94 %,ENE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,1:45 AM,12 °C,12 °C,100 %,N,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,2:15 AM,12 °C,12 °C,100 %,ESE,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,2:45 AM,12 °C,11 °C,94 %,SW,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,3:15 AM,11 °C,11 °C,100 %,SSW,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,3:45 AM,11 °C,11 °C,100 %,ENE,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,4:15 AM,11 °C,11 °C,100 %,E,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,4:45 AM,11 °C,11 °C,100 %,NE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,5:15 AM,11 °C,11 °C,100 %,ESE,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,5:45 AM,11 °C,11 °C,100 %,E,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,6:15 AM,12 °C,12 °C,100 %,ESE,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,6:45 AM,13 °C,13 °C,100 %,SSE,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,7:15 AM,14 °C,13 °C,94 %,SSE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,7:45 AM,16 °C,14 °C,88 %,SE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,8:15 AM,17 °C,13 °C,77 %,ESE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,8:45 AM,19 °C,14 °C,73 %,ESE,9 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,9:15 AM,20 °C,13 °C,64 %,NE,4 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,9:45 AM,21 °C,12 °C,56 %,ESE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,10:15 AM,23 °C,13 °C,53 %,E,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,10:45 AM,24 °C,13 °C,50 %,SSE,6 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,11:15 AM,24 °C,11 °C,44 %,SW,7 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,11:45 AM,24 °C,14 °C,53 %,W,11 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,12:15 PM,23 °C,16 °C,65 %,W,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,12:45 PM,23 °C,15 °C,61 %,W,19 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,1:15 PM,23 °C,13 °C,53 %,W,17 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,1:45 PM,23 °C,11 °C,47 %,W,13 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,2:15 PM,24 °C,11 °C,44 %,W,17 km/h,0 km/h,"1,017.28 hPa",0.0 mm,Fair
2024-05-12,2:45 PM,24 °C,12 °C,47 %,W,17 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,3:15 PM,24 °C,10 °C,41 %,W,19 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,3:45 PM,23 °C,11 °C,47 %,W,17 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,4:15 PM,23 °C,10 °C,44 %,WNW,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,4:45 PM,23 °C,11 °C,47 %,W,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,5:15 PM,22 °C,14 °C,60 %,W,17 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,5:45 PM,21 °C,15 °C,68 %,W,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,6:15 PM,21 °C,15 °C,68 %,NW,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,6:45 PM,20 °C,16 °C,78 %,WNW,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,7:15 PM,20 °C,16 °C,78 %,WNW,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,7:45 PM,19 °C,17 °C,88 %,WNW,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,8:15 PM,18 °C,17 °C,94 %,W,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,8:45 PM,18 °C,16 °C,88 %,WNW,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,9:15 PM,17 °C,16 °C,94 %,W,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,9:45 PM,16 °C,16 °C,100 %,SW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,10:15 PM,16 °C,16 °C,100 %,SSW,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,10:45 PM,15 °C,15 °C,100 %,S,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,11:15 PM,13 °C,13 °C,100 %,SSW,11 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-12,11:45 PM,13 °C,12 °C,94 %,E,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,12:15 AM,15 °C,14 °C,94 %,S,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,12:45 AM,14 °C,14 °C,100 %,ESE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,1:15 AM,14 °C,14 °C,100 %,ESE,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,1:45 AM,14 °C,14 °C,100 %,SE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,2:15 AM,14 °C,14 °C,100 %,ESE,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,2:45 AM,14 °C,14 °C,100 %,ESE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,3:15 AM,14 °C,14 °C,100 %,ESE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,3:45 AM,13 °C,13 °C,100 %,ESE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,4:15 AM,13 °C,13 °C,100 %,ESE,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,4:45 AM,13 °C,13 °C,100 %,ESE,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,5:15 AM,13 °C,13 °C,100 %,WSW,2 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,5:45 AM,13 °C,13 °C,100 %,E,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,6:15 AM,13 °C,13 °C,100 %,SE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,6:45 AM,14 °C,14 °C,100 %,SE,9 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,7:15 AM,15 °C,15 °C,100 %,ESE,7 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,7:45 AM,16 °C,16 °C,100 %,ESE,9 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,8:15 AM,17 °C,15 °C,88 %,ESE,6 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,8:45 AM,18 °C,16 °C,88 %,NNE,2 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,9:15 AM,19 °C,15 °C,78 %,NNE,4 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,9:45 AM,21 °C,14 °C,64 %,S,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,10:15 AM,23 °C,13 °C,53 %,S,4 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,10:45 AM,23 °C,13 °C,53 %,S,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,11:15 AM,23 °C,13 °C,53 %,SSW,7 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,11:45 AM,24 °C,13 °C,50 %,W,9 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,12:15 PM,24 °C,13 °C,50 %,W,13 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
2024-05-13,12:45 PM,23 °C,14 °C,57 %,W,15 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,1:15 PM,23 °C,14 °C,57 %,W,13 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,1:45 PM,23 °C,14 °C,57 %,W,15 km/h,0 km/h,"1,015.28 hPa",0.0 mm,Fair
2024-05-13,2:15 PM,23 °C,15 °C,61 %,W,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-13,2:45 PM,23 °C,15 °C,61 %,W,15 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-13,3:15 PM,23 °C,14 °C,57 %,W,13 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-13,3:45 PM,22 °C,15 °C,64 %,WSW,11 km/h,0 km/h,"1,014.28 hPa",0.0 mm,Fair
2024-05-13,4:15 PM,22 °C,16 °C,69 %,SW,9 km/h,0 km/h,"1,013.28 hPa",0.0 mm,Fair
2024-05-13,4:45 PM,22 °C,14 °C,60 %,W,13 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,5:15 PM,22 °C,15 °C,64 %,W,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,5:45 PM,22 °C,15 °C,64 %,W,9 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,6:15 PM,22 °C,15 °C,64 %,WNW,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,6:45 PM,20 °C,14 °C,68 %,W,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,7:15 PM,20 °C,15 °C,73 %,W,9 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,7:45 PM,19 °C,16 °C,83 %,W,7 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,8:15 PM,19 °C,16 °C,83 %,W,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,8:45 PM,18 °C,17 °C,94 %,SE,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,9:15 PM,18 °C,17 °C,94 %,ENE,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,9:45 PM,19 °C,14 °C,73 %,WNW,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,10:15 PM,19 °C,16 °C,83 %,NW,4 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,10:45 PM,18 °C,17 °C,94 %,S,6 km/h,0 km/h,"1,012.28 hPa",0.0 mm,Fair
2024-05-13,11:15 PM,15 °C,15 °C,100 %,SSE,6 km/h,0 km/h,"1,016.28 hPa",0.0 mm,Fair
